================ Training Loss (Fri Aug 30 10:27:39 2019) ================
(epoch: 1, iters: 100, time: 0.027, data: 0.135) D_A: 11.779 G_A: 9.526 cycle_A: 97.398 idt_A: 10.680 D_B: 4.491 G_B: 10.478 cycle_B: 88.654 idt_B: 7.865 
(epoch: 1, iters: 200, time: 0.031, data: 0.002) D_A: 0.928 G_A: 1.840 cycle_A: 34.424 idt_A: 6.434 D_B: 1.862 G_B: 4.246 cycle_B: 52.224 idt_B: 4.762 
(epoch: 1, iters: 300, time: 0.027, data: 0.002) D_A: 1.020 G_A: 1.853 cycle_A: 28.517 idt_A: 4.341 D_B: 1.393 G_B: 1.696 cycle_B: 28.077 idt_B: 6.048 
(epoch: 1, iters: 400, time: 0.324, data: 0.002) D_A: 0.572 G_A: 1.466 cycle_A: 19.855 idt_A: 4.973 D_B: 0.973 G_B: 1.848 cycle_B: 35.934 idt_B: 2.509 
(epoch: 1, iters: 500, time: 0.022, data: 0.001) D_A: 0.516 G_A: 1.394 cycle_A: 24.223 idt_A: 3.177 D_B: 0.788 G_B: 1.438 cycle_B: 26.629 idt_B: 3.399 
(epoch: 1, iters: 600, time: 0.022, data: 0.002) D_A: 0.418 G_A: 0.986 cycle_A: 16.810 idt_A: 4.116 D_B: 0.496 G_B: 1.193 cycle_B: 16.385 idt_B: 3.531 
(epoch: 1, iters: 700, time: 0.031, data: 0.002) D_A: 0.249 G_A: 1.022 cycle_A: 15.634 idt_A: 4.090 D_B: 0.619 G_B: 1.364 cycle_B: 22.020 idt_B: 2.959 
(epoch: 1, iters: 800, time: 0.272, data: 0.002) D_A: 0.464 G_A: 1.054 cycle_A: 11.039 idt_A: 3.230 D_B: 0.265 G_B: 1.029 cycle_B: 13.762 idt_B: 3.002 
(epoch: 1, iters: 900, time: 0.035, data: 0.002) D_A: 0.251 G_A: 0.823 cycle_A: 11.653 idt_A: 4.690 D_B: 0.241 G_B: 1.296 cycle_B: 19.461 idt_B: 2.892 
(epoch: 1, iters: 1000, time: 0.033, data: 0.002) D_A: 0.128 G_A: 0.873 cycle_A: 15.793 idt_A: 2.873 D_B: 0.246 G_B: 0.883 cycle_B: 11.654 idt_B: 2.422 
(epoch: 1, iters: 1100, time: 0.035, data: 0.003) D_A: 0.482 G_A: 0.854 cycle_A: 9.813 idt_A: 1.742 D_B: 0.289 G_B: 0.720 cycle_B: 8.698 idt_B: 1.595 
